5.002447856346438e-19,4.449363553663111e-21,1.2926310364045217e-31,4.663786128121288e-24,1.504305933185832e-06,1.0331094808894557e-09,9.249000036368506e-20,9.772631162087735e-12,2.9985613250182565e-30,3.177964816799046e-15
2.638825977459905e-16,9.5888803759562e-14,1.7221904652657912e-22,2.1544488557657236e-27,9.48634821503231e-10,1.1554836108466808e-09,1.0404011415395867e-19,2.554649975789669e-35,7.840499087019938e-23,5.6269439015450065e-27
1.3019857071745209e-21,3.341191116311604e-26,0.007860664152140843,7.000566334468958e-17,1.062491513540458e-22,7.534800044435585e-19,3.959653859291387e-15,3.105884881123571e-26,1.9262238248959378e-32,2.714041050002915e-18
1.6469918611387683e-22,7.067846303453237e-25,1.912560595346549e-21,4.454331943371517e-20,2.2887028697391135e-14,7.9168064258302e-15,2.088152241800403e-10,2.8852108945819527e-22,2.852037928149888e-25,1.0473781809287637e-20
4.309921054555551e-16,7.743577038754136e-21,1.1809182989011917e-24,5.8973069608662825e-21,1.123875831288569e-13,8.971513726299335e-19,3.758463877488469e-06,1.3927679623337256e-14,2.4625234456274494e-19,3.2913919354244774e-16
4.241865545876046e-15,8.983760478263914e-22,4.777178858119261e-24,5.3178877002814516e-18,6.272807366766398e-16,4.9494384803651555e-15,5.36465827234423e-22,2.1773460279753395e-17,1.990909109271005e-26,2.957376447491534e-17
5.0018828864276854e-15,3.2700230165973625e-17,3.257056066923064e-23,1.1989185245318607e-17,2.7585352630593116e-10,2.4745378637144242e-14,1.619218309681838e-18,6.237774695571583e-24,6.8160932302226e-24,2.317662217516323e-21
7.766172567291611e-15,2.952143167736815e-22,1.4908700947104321e-27,1.2537918677279344e-20,1.6450140857854034e-10,2.219360677758419e-14,4.83734742823448e-25,2.4502482083777635e-21,2.4101457081377285e-29,9.830321978153874e-15
3.157182050529869e-20,1.109097567314819e-20,2.3364079796608127e-23,1.2681082460473455e-16,3.566400913337188e-15,2.3917783087425132e-08,6.644803333809242e-15,7.022368482359496e-11,5.7207130801043754e-34,3.70225385021486e-08
6.641878672218829e-23,2.2098746220307674e-21,3.022469995019534e-23,3.759087342031532e-13,4.939861791921464e-15,3.201829533324465e-08,2.076310285261014e-20,3.727696245051496e-17,8.59951988151203e-28,6.980446512225797e-15
5.408078913453059e-16,3.2220072571569096e-18,2.1848732235166254e-22,2.5091432107413626e-16,5.704280342560298e-20,3.0723711142676406e-13,6.136813272950166e-09,1.6191951906686094e-16,4.402384193708644e-24,1.0988169596873814e-10
9.300345946342957e-17,2.5052538050030396e-20,1.2892852665010828e-17,7.928072593581163e-18,1.9549179500933858e-17,5.4969059561560156e-14,1.109049370667662e-17,1.0065975601317687e-23,3.237375523803585e-27,7.416528108315735e-17
4.018275856472033e-22,1.4923258722226603e-21,2.2948195535643785e-18,1.739995432031966e-20,4.02100284986999e-17,2.8937263476399164e-17,9.927167082159361e-16,5.707270195490375e-21,1.161602488750748e-35,4.228946875303352e-11
1.0603482114075394e-15,4.8871388173578485e-21,5.626033842899811e-21,1.1810789531635702e-13,8.512449874737054e-18,2.5282011159986335e-14,2.020469912633144e-18,9.22271114145045e-16,1.8740314887228232e-30,3.964677805175034e-17
6.103167676262938e-18,1.7377696924194349e-16,9.034846708115927e-16,1.5417995573482603e-17,6.325181792429963e-19,2.8292799286808563e-15,9.236868435991852e-18,1.7728420253638866e-24,1.80467114400352e-33,1.9827774548766075e-15
2.021015173290176e-09,8.396032032331958e-19,1.307062786278722e-26,3.5660878814674586e-18,5.3333179748277136e-14,1.8417649334308615e-18,2.28924153675811e-22,1.4788108350913172e-12,2.0956120752337728e-35,1.4532615781423113e-18
2.4327844633264376e-17,1.4703174020526157e-26,2.905538799045115e-21,1.0299129970481243e-24,1.388506445802146e-10,1.9150600271875333e-16,6.666473187766034e-14,6.705298408569046e-20,2.196949126578402e-32,1.9635016415308392e-14
9.110962906897519e-22,8.193435704111083e-26,1.501061246548438e-22,2.273164582381153e-24,9.169446624088407e-14,9.452134143491953e-16,1.9942140382810067e-16,8.896496221412402e-21,2.590501389261676e-33,1.7535012566350436e-17
1.1395596246603376e-15,1.1292050138314098e-20,4.9193930032121586e-27,3.814905768351884e-17,6.001886933049436e-16,1.2529433568612653e-14,9.268342596334468e-15,1.212060484785456e-12,1.6653633136350572e-26,2.9189476796728976e-17
1.8342020573777468e-11,1.666436405866107e-14,3.886523161720635e-29,7.545031484566571e-21,3.8319802108910703e-07,4.072180687149027e-16,1.6220496863415883e-24,3.412868598606848e-23,1.9350040101983363e-28,9.342377011995077e-15
9.782374721259374e-18,2.90433729428404e-16,1.9526661806513682e-23,3.3211057921339233e-18,2.358986225439904e-15,1.6700040749031596e-14,8.85111620352034e-16,1.373317479704616e-18,2.2783630098824025e-30,3.4174005619971313e-14
1.7293247170065337e-20,2.7645320230151388e-24,7.17282315889134e-15,1.6112291311630436e-14,1.786614941433052e-17,6.575389809775451e-13,1.0807297557136135e-16,3.3928516522013645e-23,1.9271200319197188e-28,1.532864290876726e-18
4.8242887923572426e-05,7.551050369053966e-09,2.1533395255326556e-28,1.6829399228590988e-19,1.328273966942896e-10,5.132003483989644e-11,2.4753646169561524e-22,9.058871810671508e-17,2.670350865658847e-31,4.964749629077319e-20
1.5932775936469402e-12,8.264555172594636e-23,8.776866061053986e-27,9.830073725893986e-19,0.0019015748779863818,2.195397363953119e-12,9.620773629535932e-20,7.026664153350329e-23,3.468311005167785e-26,3.587323666778239e-27
6.67531990351788e-24,5.2606292766445504e-24,3.7466897745268228e-06,4.4513955978346946e-13,6.229614915996949e-22,1.0245172877921396e-14,1.4163651773237832e-14,1.8980177534861103e-28,2.2843447168957575e-28,4.9864046847066765e-17
1.7450735062798634e-16,7.644773956283106e-17,6.875805769999772e-08,2.313751451527585e-10,3.1232382893442534e-23,2.1899164125362605e-17,1.7130399035031037e-14,1.9995069181261947e-30,3.200376888993293e-30,9.380999146613445e-19
4.480934111433647e-19,8.069067770274194e-24,9.933337479908178e-23,1.9352690397553224e-22,1.7755997854262497e-15,5.2475455065752844e-18,8.197296041838663e-20,4.380011772097707e-17,2.885323265544405e-35,1.7173189163520954e-10
7.912531326525747e-15,3.0778897322556166e-18,2.0064112849523826e-17,1.2081321530696857e-24,1.801225269281423e-15,2.0569579601201357e-14,3.3610682767714306e-20,1.901562368405181e-21,5.9042972968521e-37,9.357548997939022e-14
2.3744231169073906e-27,1.7731782601535093e-29,6.510177273900186e-11,7.385065702393263e-20,2.164054799336093e-22,9.146674219930698e-19,1.687655635218671e-11,6.0714936386654674e-27,8.461523188535106e-26,8.050914081353104e-13
1.4196426684778958e-11,5.904898095651998e-13,6.673813378899788e-30,3.875108396059738e-11,2.0015002527140668e-14,1.8856171529361454e-11,1.7043682809925586e-14,5.991182695087948e-16,3.981206602630957e-23,3.8381096455449706e-10
1.7546077218744893e-21,1.0387662466649348e-19,2.3185299074753234e-25,3.871305979301257e-17,1.1001999222447473e-14,1.2683840036711286e-09,2.7815146448721554e-24,1.3233175667709058e-21,1.500856789790552e-32,1.2904672263520869e-18
2.274264118291535e-22,7.29497309597449e-26,5.182904007390012e-29,1.2081323485357984e-22,1.0838652933740175e-06,1.4077596572151404e-11,8.770176144598807e-11,7.851155204350843e-22,3.5963079188333785e-31,3.9311802860929097e-19
8.36940011075506e-20,1.5100847758971352e-20,1.2669633422384034e-09,3.0080401983997463e-25,2.547170101369864e-18,1.4359692287818063e-14,1.8814604772051016e-14,2.361199609235552e-28,4.4090120863691825e-30,2.1294142427653562e-18
2.129773529259375e-18,7.539511086830283e-23,3.5649577365963524e-11,4.495227542329028e-20,9.256655691733477e-20,1.8760647849425204e-17,1.5689746361215984e-14,7.017023166154318e-22,2.8088168758462735e-28,7.343368013574405e-20
2.313905765359066e-20,5.285972558856514e-27,2.8119239750890807e-22,2.310144841606777e-18,3.293494632221996e-12,6.415843681267981e-20,0.5464768226451281,2.2040998496515887e-19,1.1143725009355172e-25,7.89075403583891e-15
4.69498790436275e-25,1.1421213155164187e-29,6.134176966901734e-23,7.034974095747088e-24,3.2003105063867524e-15,5.8539260252862425e-12,1.7865181661381946e-15,9.908944076628581e-10,3.6196182839708176e-33,1.990454013460852e-14
3.894837753952083e-20,4.237295788337768e-23,6.502139737619116e-21,1.4605308366461067e-15,1.082120600916291e-18,9.988655016114184e-16,9.766773161548261e-12,8.618976993818193e-21,5.074479601997049e-29,5.522675366076961e-14
3.063058406140651e-18,1.2107126345968287e-22,5.489733167035854e-29,3.414237855404594e-20,6.909688723454144e-13,9.942149781181877e-13,2.9830080928260544e-16,3.203160854787084e-09,1.0915665339206665e-29,7.710837586501005e-16
1.8477599293172314e-18,1.0914643779737765e-20,3.767180992943288e-17,3.9679508358067445e-20,4.1167753000196685e-19,1.5474920635749023e-16,2.218976680942059e-17,2.1552879449045023e-16,2.7948509442167386e-33,3.9477706956258786e-13
3.6086400747633555e-10,2.2480304678725574e-14,4.051866582549021e-34,9.440417330251176e-28,0.02173883161470275,4.835220514703711e-10,2.1030811049704278e-21,1.7894127580736577e-21,6.533379829917579e-17,1.2483377371430763e-24
2.3234911274884695e-17,5.09052744846562e-16,1.9664428086991512e-18,5.982801519426853e-20,8.342801536520088e-17,1.1576592103804642e-11,9.166383497047689e-22,9.916699591100598e-22,2.9638646868920932e-36,1.2659174551243433e-13
2.547330946169435e-13,4.138456614543973e-15,2.3487374207809272e-29,1.7277141526715057e-17,8.130107941310094e-12,1.4206563251926242e-15,3.7222045924572427e-13,1.4334914300827046e-23,1.3550798622123564e-19,5.4125866110831055e-22
3.500962666795089e-18,1.661231632904147e-17,4.754248709279298e-19,8.120288041947724e-19,9.696790196111834e-17,1.371405768943443e-15,2.9267079393637223e-15,5.470323733781461e-27,1.4101762820347265e-27,1.735110532190607e-17
7.104095861973033e-18,9.650961161179035e-20,1.7954094149459835e-23,9.47543702465256e-19,3.941338960221158e-15,4.615096762556126e-17,9.338873858078176e-17,7.892406415194865e-16,4.204161854086903e-32,1.3575510308554133e-09
1.0503124362789636e-18,1.2146507799950065e-21,3.636112726193168e-17,7.85327597244582e-19,3.1295752501271153e-18,1.4205262558242763e-15,1.0751257179347165e-16,6.640490643398072e-19,1.2605240067449415e-29,5.4801035092218835e-11
4.1944154598666744e-18,1.569606261157061e-18,9.042484600833978e-14,2.8310925876130835e-17,1.692063650150711e-20,7.143103084191256e-10,9.379911385625586e-16,2.0702569230100138e-35,1.6628809911436868e-27,1.8268099311340493e-23
2.5218952419539074e-19,2.3091335074705704e-25,4.68632028877426e-26,6.967708508167602e-21,3.282250904015043e-08,9.23974404907194e-14,8.247026921740224e-21,9.36403644341953e-20,3.7446023153790373e-25,1.1129451444581243e-19
